gene,n,n_pathogenic,n_benign,protein_length,nested_cv_splits,ESM-2 150M AUROC,ESM-2 650M AUROC,ESM-1b 650M AUROC,CaLM AUROC,ESM-2 150M + 650M AUROC,ESM-2 150M + 650M weight_second,ESM-2 150M + 650M weight_second_sd,ESM-2 150M + 650M mean_train_auc_at_selected_weights,ESM-2 150M + 650M n_outer_folds,ESM-2 650M + ESM-1b 650M AUROC,ESM-2 650M + ESM-1b 650M weight_second,ESM-2 650M + ESM-1b 650M weight_second_sd,ESM-2 650M + ESM-1b 650M mean_train_auc_at_selected_weights,ESM-2 650M + ESM-1b 650M n_outer_folds,ESM-2 650M + CaLM AUROC,ESM-2 650M + CaLM weight_second,ESM-2 650M + CaLM weight_second_sd,ESM-2 650M + CaLM mean_train_auc_at_selected_weights,ESM-2 650M + CaLM n_outer_folds,ESM-2 150M + CaLM AUROC,ESM-2 150M + CaLM weight_second,ESM-2 150M + CaLM weight_second_sd,ESM-2 150M + CaLM mean_train_auc_at_selected_weights,ESM-2 150M + CaLM n_outer_folds,ESM-1b 650M + CaLM AUROC,ESM-1b 650M + CaLM weight_second,ESM-1b 650M + CaLM weight_second_sd,ESM-1b 650M + CaLM mean_train_auc_at_selected_weights,ESM-1b 650M + CaLM n_outer_folds,650M_minus_150M,150M650M_minus_650M,650M1b_minus_650M,650MCaLM_minus_650M,1bCaLM_minus_1b,650MCaLM_minus_150M650M,650MCaLM_minus_650M1b,codon_dependency_index,delta_delta_auroc,independent_calm_minus_650m,inverse_variance_weight,esm2_calm_weight,esm2_cross_modal_gain,esm2_cross_modal_advantage,esm2_gain_over_protein,esm2_independent_calm_signal,esm1b_calm_weight,esm1b_gain_over_protein,esm1b_independent_calm_signal,esm2_codon_rank,esm2_gain_rank,esm1b_codon_rank,esm1b_gain_rank,esm2_top_codon_weight_decile,esm2_top_cross_modal_gain_decile,esm1b_top_codon_weight_decile,esm1b_top_gain_decile
ECEL1,19,10,9,775,5,1.0,0.9555555555555556,0.8888888888888888,0.8555555555555556,1.0,0.0,0.0,1.0,5,0.9555555555555556,0.178,0.1291123541726352,0.9857142857142858,5,0.9555555555555556,0.0,0.0,0.9549107142857144,5,1.0,0.0,0.0,1.0,5,0.8444444444444444,0.34,0.2644806231087639,0.9276785714285714,5,-0.0444444444444445,0.0444444444444445,1.1102230246251563e-16,1.1102230246251563e-16,-0.0444444444444444,-0.0444444444444444,0.0,0.0,-0.0444444444444444,-0.0999999999999998,4.7368421052631575,0.0,1.1102230246251563e-16,-0.0444444444444444,1.1102230246251563e-16,-0.09999999999999998,0.34,-0.0444444444444444,-0.033333333333333215,375,147,158,420,False,False,False,False
EDA,116,94,22,391,5,0.7978723404255319,0.7577369439071567,0.8225338491295938,0.687137330754352,0.8196324951644101,0.334,0.0572712842531054,0.8301220043572985,5,0.8215667311411993,0.696,0.0864869932417586,0.8359348698543745,5,0.7659574468085106,0.504,0.1327780102275975,0.8085010893246187,5,0.8060928433268859,0.236,0.0698569967862919,0.8107377594312577,5,0.8143133462282398,0.418,0.1502331521336086,0.8393847035890378,5,-0.0401353965183751,0.0618955512572533,0.0638297872340425,0.0082205029013538,-0.008220502901354,-0.0536750483558994,-0.0556092843326886,0.504,-0.0536750483558994,-0.0705996131528047,17.82758620689655,0.504,0.0082205029013538,-0.0536750483558994,0.0082205029013538,-0.07059961315280472,0.418,-0.008220502901354,-0.1353965183752418,98,121,109,330,False,False,False,False
EDAR,29,24,5,448,5,0.7666666666666667,0.7666666666666667,0.725,0.6333333333333333,0.7416666666666667,0.3419999999999999,0.1710847743079436,0.8564473684210526,5,0.7083333333333334,0.174,0.1043072384832423,0.8088157894736842,5,0.6083333333333333,0.402,0.37352376095772,0.7868421052631579,5,0.75,0.15,0.1438749456993815,0.7921052631578948,5,0.625,0.4720000000000001,0.4434749147358845,0.7428947368421053,5,0.0,-0.025,-0.0583333333333333,-0.1583333333333334,-0.0999999999999999,-0.1333333333333334,-0.1,0.402,-0.1333333333333334,-0.1333333333333334,4.137931034482759,0.402,-0.1583333333333334,-0.1333333333333334,-0.1583333333333334,-0.13333333333333341,0.4720000000000001,-0.0999999999999999,-0.09166666666666667,139,465,84,460,False,False,False,False
EEF1A2,34,25,9,463,5,0.5555555555555556,0.7111111111111111,0.6622222222222223,0.6533333333333333,0.7022222222222222,0.968,0.0178885438199982,0.7130357142857143,5,0.7422222222222222,0.484,0.1322119510483073,0.7889285714285714,5,0.5777777777777777,0.314,0.4420180991769455,0.7396428571428572,5,0.5955555555555555,0.804,0.2026820169625317,0.6682142857142856,5,0.6622222222222223,0.404,0.1451895313030523,0.7267857142857143,5,0.1555555555555555,-0.0088888888888889,0.031111111111111,-0.1333333333333334,0.0,-0.1244444444444444,-0.1644444444444445,0.314,-0.1244444444444444,-0.0577777777777778,6.617647058823529,0.314,-0.1333333333333334,-0.1244444444444444,-0.1333333333333334,-0.05777777777777782,0.404,0.0,-0.008888888888888946,173,464,115,149,False,False,False,False
EFNB1,18,12,6,346,5,1.0,1.0,1.0,0.4722222222222222,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5277777777777777,4.0,0.0,0.0,0.0,0.0,-0.5277777777777778,0.0,0.0,-0.5277777777777778,376,189,375,150,False,False,False,False
EFTUD2,31,19,12,972,5,0.9780701754385964,0.9517543859649122,0.9956140350877192,0.93859649122807,0.9692982456140352,0.074,0.1327780102275975,0.9845185185185186,5,0.9429824561403508,0.514,0.292796857906638,0.9973333333333332,5,0.9517543859649122,0.0,0.0,0.9517037037037038,5,0.9342105263157896,0.088,0.1967739820199814,0.9805370370370372,5,0.9956140350877192,0.09,0.0821583836257749,1.0,5,-0.0263157894736842,0.0175438596491228,-0.0087719298245613,0.0,0.0,-0.0175438596491228,0.0087719298245613,0.0,-0.0175438596491228,-0.0131578947368421,7.354838709677419,0.0,0.0,-0.0175438596491228,0.0,-0.013157894736842257,0.09,0.0,-0.05701754385964919,377,190,296,151,False,False,False,False
EIF2B5,36,30,6,721,5,0.8722222222222221,1.0,0.938888888888889,0.8444444444444444,0.9888888888888888,0.576,0.169941166289984,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.9,0.236,0.0859069263796581,0.9258333333333332,5,0.9222222222222224,0.256,0.1441526968183391,0.9670833333333334,5,0.1277777777777778,-0.011111111111111,0.0,0.0,-0.0166666666666667,0.011111111111111,0.0,0.0,0.011111111111111,-0.1555555555555555,5.0,0.0,0.0,0.011111111111111,0.0,-0.15555555555555556,0.256,-0.0166666666666667,-0.09444444444444455,378,191,206,361,False,False,False,False
ELAC2,13,6,7,826,5,0.8571428571428572,0.9761904761904764,0.9047619047619048,0.7857142857142857,0.8333333333333334,0.3239999999999999,0.2046460358765837,1.0,5,0.9761904761904762,0.0,0.0,0.9786666666666668,5,0.9761904761904762,0.0,0.0,0.977,5,0.7857142857142857,0.1639999999999999,0.1395707705789432,0.9473333333333332,5,0.8809523809523809,0.15,0.3354101966249684,0.9193333333333332,5,0.119047619047619,-0.1428571428571429,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.0238095238095239,0.1428571428571428,0.0,0.0,0.1428571428571428,-0.1904761904761905,3.230769230769231,0.0,-1.1102230246251563e-16,0.1428571428571428,-1.1102230246251563e-16,-0.1904761904761907,0.15,-0.0238095238095239,-0.11904761904761907,379,300,264,391,False,False,False,False
ELANE,53,46,7,267,5,0.9192546583850932,0.9751552795031057,0.9565217391304348,0.8385093167701863,0.9751552795031057,0.876,0.0581377674149945,0.9767617617617615,5,0.9720496894409938,0.432,0.2534166529650331,0.9827327327327328,5,0.9720496894409938,0.018,0.0164316767251549,0.9784084084084086,5,0.9006211180124224,0.0819999999999999,0.0889943818451479,0.9213513513513514,5,0.9440993788819876,0.054,0.0779743547584717,0.9597747747747748,5,0.0559006211180124,0.0,-0.0031055900621117,-0.0031055900621117,-0.0124223602484471,-0.0031055900621117,0.0,0.018,-0.0031055900621117,-0.1366459627329193,6.075471698113208,0.018,-0.0031055900621117,-0.0031055900621117,-0.0031055900621117,-0.1366459627329194,0.054,-0.0124223602484471,-0.11801242236024856,346,325,319,344,False,False,False,False
ELN,11,5,6,724,5,0.5333333333333333,0.4666666666666667,0.6666666666666667,0.5,0.5,0.06,0.1341640786499874,0.5475000000000001,5,0.6,0.756,0.3332866633995426,0.7175,5,0.3333333333333333,0.436,0.4899285662216482,0.5325,5,0.5,0.156,0.1424078649513432,0.575,5,0.6666666666666666,0.1679999999999999,0.1814386948806676,0.72,5,-0.0666666666666666,0.0333333333333333,0.1333333333333333,-0.1333333333333333,-1.1102230246251563e-16,-0.1666666666666666,-0.2666666666666666,0.436,-0.1666666666666666,0.0333333333333333,2.727272727272727,0.436,-0.1333333333333333,-0.1666666666666666,-0.1333333333333333,0.033333333333333326,0.1679999999999999,-1.1102230246251563e-16,-0.16666666666666674,125,463,250,261,False,False,False,False
EMD,15,5,10,254,5,0.92,0.94,0.92,0.98,0.92,0.568,0.3175216528049701,0.9375,5,0.94,0.0,0.0,0.93125,5,0.96,0.6679999999999999,0.1807484439767048,0.98125,5,0.96,0.794,0.1923018460649819,0.98125,5,0.96,0.632,0.1478850905263948,0.98125,5,0.02,-0.02,-1.1102230246251563e-16,0.0199999999999999,0.0399999999999999,0.0399999999999999,0.02,0.6679999999999999,0.0399999999999999,0.0399999999999999,3.333333333333333,0.6679999999999999,0.0199999999999999,0.0399999999999999,0.0199999999999999,0.040000000000000036,0.632,0.0399999999999999,0.05999999999999994,46,85,40,28,True,False,True,True
ENG,171,61,110,658,5,0.7011922503725783,0.8181818181818182,0.7719821162444114,0.7481371087928465,0.8165424739195231,0.934,0.0466904701197149,0.8194119124922696,5,0.815946348733234,0.08,0.1131370849898476,0.8200448361162647,5,0.8545454545454545,0.58,0.0316227766016837,0.8580550401978974,5,0.7755588673621461,0.696,0.0461519230368572,0.7804064239332097,5,0.8086438152011922,0.5959999999999999,0.0876356092008265,0.8175334338280766,5,0.1169895678092399,-0.0016393442622951,-0.0022354694485842,0.0363636363636362,0.0366616989567808,0.0380029806259314,0.0385991058122204,0.58,0.0380029806259314,-0.0700447093889717,39.23976608187135,0.58,0.0363636363636362,0.0380029806259314,0.0363636363636362,-0.07004470938897178,0.5959999999999999,0.0366616989567808,-0.023845007451564926,71,58,46,31,False,False,True,True
ENPP1,18,10,8,925,5,1.0,0.875,0.9875,0.8375,1.0,0.0,0.0,1.0,5,0.925,0.59,0.3125699921617557,0.9875,5,0.8625,0.356,0.2761883415352646,0.9702380952380952,5,1.0,0.0,0.0,1.0,5,0.975,0.0579999999999999,0.1296919426949878,0.9922619047619048,5,-0.125,0.125,0.05,-0.0124999999999999,-0.0125,-0.1374999999999999,-0.0625,0.356,-0.1374999999999999,-0.0374999999999999,4.444444444444445,0.356,-0.0124999999999999,-0.1374999999999999,-0.0124999999999999,-0.03749999999999998,0.0579999999999999,-0.0125,-0.15000000000000002,161,367,315,345,False,False,False,False
EPHB4,79,17,62,987,5,0.9146110056925996,0.9658444022770398,0.9658444022770398,0.944022770398482,0.9364326375711576,0.708,0.2431460466468661,0.9692285265754654,5,0.9724857685009488,0.432,0.1520526224699857,0.9820946400538236,5,0.976280834914611,0.4859999999999999,0.046690470119715,0.9847858264184796,5,0.9402277039848196,0.51,0.1461163919620245,0.9627858264184794,5,0.99146110056926,0.362,0.0454972526643093,0.9931518277640728,5,0.0512333965844401,-0.0294117647058823,0.0066413662239089,0.0104364326375712,0.0256166982922201,0.0398481973434535,0.0037950664136622,0.4859999999999999,0.0398481973434535,-0.0218216318785579,13.341772151898734,0.4859999999999999,0.0104364326375712,0.0398481973434535,0.0104364326375712,-0.02182163187855779,0.362,0.0256166982922201,-0.02182163187855779,103,119,147,44,False,False,False,True
ERF,15,6,9,548,5,0.7962962962962963,0.8518518518518519,1.0,0.8888888888888888,0.7962962962962963,0.72,0.4024922359499621,0.8471428571428572,5,0.9814814814814816,0.106,0.0054772255750516,1.0,5,0.8888888888888888,0.486,0.2684771871127973,0.9235714285714286,5,0.8518518518518519,0.678,0.2105231578710522,0.9064285714285714,5,1.0,0.0,0.0,1.0,5,0.0555555555555555,-0.0555555555555555,0.1296296296296296,0.0370370370370369,0.0,0.0925925925925925,-0.0925925925925926,0.486,0.0925925925925925,0.0370370370370369,3.6,0.486,0.0370370370370369,0.0925925925925925,0.0370370370370369,0.03703703703703698,0.0,0.0,-0.11111111111111116,102,56,376,152,False,False,False,False
ETFDH,74,69,5,617,5,0.826086956521739,0.9391304347826088,0.9536231884057972,0.8956521739130434,0.927536231884058,0.804,0.2593838853899756,0.942077922077922,5,0.9246376811594202,0.7879999999999999,0.4405905128347636,0.9538311688311688,5,0.8956521739130435,0.52,0.2998332870112989,0.9574675324675324,5,0.8724637681159421,0.644,0.197686620690425,0.9104383116883116,5,0.9333333333333332,0.26,0.2517935662402834,0.9628733766233768,5,0.1130434782608696,-0.0115942028985507,-0.0144927536231884,-0.0434782608695651,-0.0202898550724638,-0.0318840579710144,-0.0289855072463767,0.52,-0.0318840579710144,-0.0434782608695653,4.662162162162162,0.52,-0.0434782608695651,-0.0318840579710144,-0.0434782608695651,-0.04347826086956541,0.26,-0.0202898550724638,-0.05797101449275377,93,433,204,378,False,False,False,False
EXT1,40,29,11,746,5,0.9968652037617556,0.9937304075235108,0.9498432601880876,0.9247648902821316,0.9968652037617556,0.024,0.0219089023002066,1.0,5,0.9937304075235108,0.066,0.0602494813255682,0.9971014492753624,5,0.9937304075235108,0.056,0.031304951684997,1.0,5,0.9968652037617556,0.036,0.0328633534503099,1.0,5,0.9592476489028212,0.438,0.0909395403551172,0.9855072463768116,5,-0.0031347962382445,0.0031347962382445,0.0,0.0,0.0094043887147335,-0.0031347962382445,0.0,0.056,-0.0031347962382445,-0.0689655172413792,7.975,0.056,0.0,-0.0031347962382445,0.0,-0.06896551724137923,0.438,0.0094043887147335,-0.02507836990595602,321,192,104,78,False,False,False,False
EXT2,27,13,14,718,5,0.9010989010989012,0.8021978021978021,0.934065934065934,0.8076923076923077,0.8956043956043956,0.238,0.0567450438364444,0.9304683195592288,5,0.9230769230769232,0.85,0.1541103500742244,0.9353856749311296,5,0.8186813186813187,0.3979999999999999,0.1742699056062176,0.8651928374655646,5,0.912087912087912,0.25,0.0,0.911831955922865,5,0.9010989010989012,0.204,0.1485934049680536,0.9481680440771352,5,-0.098901098901099,0.0934065934065935,0.120879120879121,0.0164835164835165,-0.0329670329670329,-0.0769230769230769,-0.1043956043956044,0.3979999999999999,-0.0769230769230769,0.0054945054945055,6.7407407407407405,0.3979999999999999,0.0164835164835165,-0.0769230769230769,0.0164835164835165,0.005494505494505586,0.204,-0.0329670329670329,-0.12637362637362626,143,94,231,404,False,False,False,False
EYA1,22,9,13,592,5,0.6752136752136753,0.9743589743589745,0.9316239316239316,0.9743589743589742,0.9145299145299144,0.772,0.084970583144992,0.9840909090909092,5,0.9914529914529916,0.112,0.0626099033699941,1.0,5,0.9914529914529916,0.12,0.0848528137423857,1.0,5,0.8888888888888888,0.4920000000000001,0.0794984276574071,1.0,5,0.9829059829059827,0.336,0.0760263112349928,0.9923051948051947,5,0.2991452991452992,-0.0598290598290599,0.017094017094017,0.017094017094017,0.0512820512820513,0.0769230769230769,0.0,0.12,0.0769230769230769,-2.220446049250313e-16,5.318181818181818,0.12,0.017094017094017,0.0769230769230769,0.017094017094017,-2.220446049250313e-16,0.336,0.0512820512820513,0.04273504273504258,282,93,159,22,False,False,False,True
EZH2,49,27,22,751,5,0.6582491582491583,0.7188552188552189,0.9932659932659932,0.8888888888888888,0.7138047138047138,0.8760000000000001,0.0482700735445886,0.7191721132897604,5,0.98989898989899,0.722,0.0438178046004132,0.9952692187986306,5,0.8804713804713805,0.918,0.0988433103452125,0.8917565005800301,5,0.8787878787878788,0.934,0.0492950301754649,0.8883201765554707,5,0.9915824915824916,0.272,0.1520526224699857,0.996832470361882,5,0.0606060606060605,-0.005050505050505,0.2710437710437711,0.1616161616161616,-0.0016835016835016,0.1666666666666667,-0.1094276094276094,0.918,0.1666666666666667,0.1700336700336699,12.122448979591836,0.918,0.1616161616161616,0.1666666666666667,0.1616161616161616,0.17003367003366998,0.272,-0.0016835016835016,-0.10437710437710435,9,8,191,290,True,True,False,False
F11,38,32,6,625,5,0.8645833333333334,0.8854166666666667,0.921875,0.8125000000000001,0.8958333333333334,0.7340000000000001,0.3041052449399713,0.9041538461538462,5,0.90625,0.688,0.294737171052448,0.9312,5,0.8697916666666666,0.09,0.0830662386291807,0.8939076923076923,5,0.8489583333333334,0.384,0.2146625258399798,0.884553846153846,5,0.921875,0.054,0.0492950301754649,0.9258153846153846,5,0.0208333333333333,0.0104166666666666,0.0208333333333332,-0.0156250000000001,1.1102230246251563e-16,-0.0260416666666667,-0.0364583333333333,0.09,-0.0260416666666667,-0.0729166666666666,5.052631578947368,0.09,-0.0156250000000001,-0.0260416666666667,-0.0156250000000001,-0.07291666666666663,0.054,1.1102230246251563e-16,-0.10937499999999989,297,382,320,106,False,False,False,False
F2,17,11,6,622,5,0.8636363636363636,0.8333333333333333,0.8333333333333333,0.7575757575757576,0.8636363636363636,0.062,0.0408656334834051,0.9061111111111112,5,0.8333333333333334,0.18,0.1007472083980494,0.8583333333333334,5,0.8484848484848485,0.3099999999999999,0.221472345903501,0.8816666666666666,5,0.9242424242424242,0.2319999999999999,0.0593295878967653,0.9394444444444444,5,0.8181818181818182,0.29,0.2618205492317209,0.8833333333333332,5,-0.0303030303030303,0.0303030303030303,1.1102230246251563e-16,0.0151515151515152,-0.015151515151515,-0.0151515151515151,0.0151515151515151,0.3099999999999999,-0.0151515151515151,-0.0757575757575756,3.882352941176471,0.3099999999999999,0.0151515151515152,-0.0151515151515151,0.0151515151515152,-0.07575757575757569,0.29,-0.015151515151515,-0.07575757575757569,176,101,180,355,False,False,False,False
F7,29,23,6,444,5,0.8260869565217391,0.8985507246376813,0.9710144927536232,0.8623188405797102,0.8913043478260869,0.586,0.2572547375657054,0.9261988304093568,5,0.9420289855072465,0.502,0.2220810662798609,0.9908187134502924,5,0.8840579710144928,0.118,0.1145425685062108,0.9228070175438596,5,0.8623188405797102,0.498,0.111669154201149,0.8884795321637426,5,0.9855072463768116,0.246,0.2245662485771181,0.9780116959064328,5,0.0724637681159421,-0.0072463768115943,0.043478260869565,-0.0144927536231884,0.0144927536231884,-0.0072463768115941,-0.0579710144927535,0.118,-0.0072463768115941,-0.036231884057971,4.758620689655173,0.118,-0.0144927536231884,-0.0072463768115941,-0.0144927536231884,-0.036231884057971064,0.246,0.0144927536231884,-0.10869565217391297,283,376,213,65,False,False,False,False
F9,130,112,18,461,5,0.8333333333333334,0.8506944444444445,0.9107142857142856,0.8283730158730159,0.8511904761904762,0.646,0.1837933622305223,0.8612074192973068,5,0.9087301587301588,0.9200000000000002,0.039370039370059,0.9137542357767076,5,0.8655753968253969,0.49,0.0997496867163,0.8735188157660068,5,0.8214285714285714,0.508,0.2666833328125325,0.8573996789727125,5,0.8953373015873016,0.358,0.2282980508020162,0.9180595683966468,5,0.0173611111111111,0.0004960317460316,0.0580357142857141,0.0148809523809523,-0.015376984126984,0.0143849206349206,-0.0431547619047618,0.49,0.0143849206349206,-0.0223214285714286,15.507692307692308,0.49,0.0148809523809523,0.0143849206349206,0.0148809523809523,-0.022321428571428603,0.358,-0.015376984126984,-0.08234126984126966,100,104,151,357,False,False,False,False
FA2H,18,12,6,372,5,1.0,1.0,0.9027777777777778,0.9166666666666666,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.8888888888888888,0.272,0.1520526224699857,1.0,5,0.0,0.0,0.0,0.0,-0.0138888888888889,0.0,0.0,0.0,0.0,-0.0833333333333333,4.0,0.0,0.0,0.0,0.0,-0.08333333333333337,0.272,-0.0138888888888889,0.01388888888888884,380,193,192,352,False,False,False,False
FARS2,23,16,7,451,5,0.9375,0.9910714285714286,0.9642857142857144,0.9285714285714286,0.9732142857142856,0.4399999999999999,0.2056696380120313,0.991068376068376,5,0.9910714285714286,0.048,0.0438178046004132,1.0,5,0.9910714285714286,0.054,0.0492950301754649,1.0,5,0.9017857142857144,0.274,0.2897067482817754,0.9556837606837608,5,0.9464285714285714,0.1,0.0616441400296897,0.9915811965811964,5,0.0535714285714286,-0.0178571428571429,0.0,0.0,-0.0178571428571429,0.0178571428571429,0.0,0.054,0.0178571428571429,-0.0625,4.869565217391305,0.054,0.0,0.0178571428571429,0.0,-0.0625,0.1,-0.0178571428571429,-0.03571428571428581,323,194,289,365,False,False,False,False
FARSB,11,6,5,589,5,0.8333333333333333,0.9333333333333332,0.7666666666666666,0.8,0.9,0.212,0.1096357605893259,0.9375,5,0.9333333333333332,0.0,0.0,0.935,5,0.9333333333333332,0.0,0.0,0.9375,5,0.8,0.22,0.3012474066278414,0.8675,5,0.7333333333333333,0.48,0.277398630133604,0.8425,5,0.1,-0.0333333333333333,0.0,0.0,-0.0333333333333333,0.0333333333333333,0.0,0.0,0.0333333333333333,-0.1333333333333333,2.727272727272727,0.0,0.0,0.0333333333333333,0.0,-0.1333333333333332,0.48,-0.0333333333333333,0.03333333333333344,381,195,79,408,False,False,False,False
FBXO11,90,44,46,927,5,0.7475296442687748,0.8927865612648221,0.8641304347826088,0.749505928853755,0.8848814229249012,0.8600000000000001,0.0574456264653803,0.8977701511034845,5,0.8962450592885376,0.272,0.0589067059000925,0.9002497735831069,5,0.8626482213438735,0.114,0.2215400640967678,0.8951499118165784,5,0.7722332015810277,0.4720000000000001,0.0535723809439154,0.7750154916821584,5,0.8626482213438735,0.116,0.1192895636675731,0.8681250297916965,5,0.1452569169960473,-0.0079051383399209,0.0034584980237154,-0.0301383399209486,-0.0014822134387352,-0.0222332015810277,-0.033596837944664,0.114,-0.0222332015810277,-0.1432806324110671,22.488888888888887,0.114,-0.0301383399209486,-0.0222332015810277,-0.0301383399209486,-0.14328063241106714,0.116,-0.0014822134387352,-0.11462450592885376,286,414,281,289,False,False,False,False
FBXO7,19,5,14,522,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,196,377,153,False,False,False,False
FECH,11,5,6,423,5,0.6333333333333333,1.0,0.8666666666666667,0.7666666666666667,0.9333333333333332,0.806,0.2426520142096496,1.0,5,1.0,0.0,0.0,1.0,5,1.0,0.0,0.0,1.0,5,0.7333333333333333,0.42,0.1474788120375262,0.78,5,0.8666666666666667,0.0,0.0,0.8625,5,0.3666666666666667,-0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0666666666666666,-0.2333333333333332,2.727272727272727,0.0,0.0,0.0666666666666666,0.0,-0.23333333333333328,0.0,0.0,-0.09999999999999998,383,197,378,154,False,False,False,False
FGD1,25,8,17,961,5,0.926470588235294,0.9191176470588236,0.9264705882352942,0.7205882352941176,0.9191176470588236,0.08,0.0836660026534075,0.9357142857142856,5,0.9264705882352942,0.136,0.0920869154657707,0.9406593406593406,5,0.9191176470588236,0.0,0.0,0.921978021978022,5,0.9264705882352942,0.062,0.0589067059000925,0.933882783882784,5,0.9044117647058824,0.132,0.1807484439767048,0.937912087912088,5,-0.0073529411764705,0.0,0.0073529411764706,0.0,-0.0220588235294117,0.0,-0.0073529411764706,0.0,0.0,-0.1985294117647058,5.44,0.0,0.0,0.0,0.0,-0.19852941176470595,0.132,-0.0220588235294117,-0.20588235294117652,384,198,274,380,False,False,False,False
FGFR1,79,67,12,822,5,0.890547263681592,0.958955223880597,0.9987562189054726,0.8345771144278606,0.9564676616915424,0.836,0.0665582451691749,0.9601847969562854,5,0.9925373134328358,0.712,0.2106418761785035,0.9987995962419444,5,0.9564676616915424,0.038,0.0383405790253616,0.9606530010093952,5,0.8930348258706468,0.048,0.0268328157299974,0.8940189455703083,5,0.9987562189054726,0.0,0.0,0.998833760385123,5,0.0684079601990049,-0.0024875621890546,0.0335820895522388,-0.0024875621890546,0.0,0.0,-0.0360696517412935,0.038,0.0,-0.1243781094527363,10.177215189873415,0.038,-0.0024875621890546,0.0,-0.0024875621890546,-0.12437810945273631,0.0,0.0,-0.16417910447761197,337,323,379,155,False,False,False,False
FGFR2,75,68,7,821,5,0.953781512605042,0.9474789915966384,0.9915966386554622,0.9558823529411764,0.9600840336134454,0.136,0.0740270220932869,0.9657014590347924,5,0.9915966386554622,0.642,0.1634625339336203,0.9923299663299664,5,0.9600840336134454,0.65,0.2,0.9742760942760942,5,0.9747899159663864,0.43,0.1208304597359457,0.980601571268238,5,0.9936974789915968,0.404,0.0581377674149945,0.9980381593714928,5,-0.0063025210084035,0.0126050420168069,0.0441176470588237,0.0126050420168069,0.0021008403361344,0.0,-0.0315126050420168,0.65,0.0,0.008403361344538,6.346666666666667,0.65,0.0126050420168069,0.0,0.0126050420168069,0.008403361344538007,0.404,0.0021008403361344,-0.03571428571428581,50,111,116,99,False,False,False,False
FGFR3,49,32,17,806,5,0.8455882352941176,0.8786764705882353,0.9191176470588236,0.9209558823529412,0.8768382352941176,0.784,0.124619420637395,0.8857565511411665,5,0.9393382352941176,0.428,0.135351394525509,0.9459087066779374,5,0.9319852941176472,0.6719999999999999,0.0130384048104053,0.937054945054945,5,0.9264705882352942,0.6799999999999999,0.0796868872525461,0.9284852071005916,5,0.9154411764705882,0.674,0.283425475213503,0.9374573119188504,5,0.0330882352941176,-0.0018382352941176,0.0606617647058823,0.0533088235294118,-0.0036764705882352,0.0551470588235294,-0.0073529411764705,0.6719999999999999,0.0551470588235294,0.0422794117647058,11.10204081632653,0.6719999999999999,0.0533088235294118,0.0551470588235294,0.0533088235294118,0.042279411764705954,0.674,-0.0036764705882352,0.0018382352941176405,45,36,31,308,True,True,True,False
FH,106,101,5,510,5,0.8118811881188119,0.8178217821782178,0.992079207920792,0.992079207920792,0.801980198019802,0.54,0.4151505750929414,0.8235956790123456,5,0.986138613861386,0.922,0.0408656334834051,0.9919444444444444,5,0.986138613861386,0.924,0.0568330889535312,0.9925617283950618,5,0.99009900990099,0.91,0.0173205080756887,0.9919675925925926,5,0.988118811881188,0.208,0.1449827575955155,0.9962962962962962,5,0.0059405940594058,-0.0158415841584157,0.1683168316831683,0.1683168316831683,-0.0039603960396039,0.1841584158415841,0.0,0.924,0.1841584158415841,0.1742574257425743,4.764150943396227,0.924,0.1683168316831683,0.1841584158415841,0.1683168316831683,0.1742574257425742,0.208,-0.0039603960396039,0.0,8,7,229,313,True,True,False,False
